ID-Car,Brand,Model,Year,Price,Mileage,Color,VIN
802,chevrolet,door,2014,890,129068,white,  1gnkrgkd3ej285342
803,chevrolet,ld,2019,2830,27665,red,  2gcvkpec1k1124569
804,chevrolet,ld,2019,2730,25427,black,  2gcvkpec4k1105269
805,chevrolet,door,2013,350,78198,gray,  1g11c5saxdf350889
806,chevrolet,colorado,2020,2830,13886,silver,  1gcgtcen7l1101496
807,chevrolet,impala,2019,1830,34538,silver,  2g11z5s37k9134455
808,dodge,charger,2018,2250,20575,silver,  2c3cdxjg1jh292507
809,dodge,charger,2018,2250,26026,gray,  2c3cdxjg4jh292503
810,dodge,door,2012,830,99015,gray,  1c6rd7ft0cs326533
811,dodge,caravan,2019,1650,27327,gray,  2c4rdgeg4kr682965
812,dodge,journey,2019,1450,30229,silver,  3c4pdcgg9kt700676
813,dodge,charger,2019,3000,43294,white,  2c3cdxjg2kh630921
814,dodge,charger,2019,3000,54309,orange,  2c3cdxjg0kh682158
815,dodge,charger,2019,3000,52822,white,  2c3cdxjg2kh658962
816,dodge,charger,2019,3000,45554,white,  2c3cdxjg1kh630912
817,dodge,charger,2019,3000,37538,white,  2c3cdxjg1kh658953
818,dodge,charger,2019,2950,35153,red,  2c3cdxjg6kh630954
819,dodge,challenger,2019,2160,23783,white,  2c3cdzgg2kh594165
820,dodge,charger,2019,2260,30759,black,  2c3cdxhg2kh608648
821,dodge,caravan,2019,1630,38922,gray,  2c4rdgcg5kr518563
822,dodge,door,2012,860,165836,blue,  1c6rd7ht8cs279667
823,dodge,durango,2019,2880,19235,no_color,  1c4rdhdg4kc769457
824,dodge,challenger,2019,2210,9445,gray,  2c3cdzag4kh686869
825,dodge,journey,2018,1430,19164,gray,  3c4pdcab2jt216649
826,dodge,caravan,2018,1370,54106,white,  2c4rdgeg6jr205887
827,dodge,challenger,2017,2950,32051,no_color,  2c3cdzfj5hh650508
828,dodge,journey,2017,1850,14870,gray,  3c4pddeg4ht608652
829,dodge,door,2016,1900,32294,blue,  2c3cdxjg0gh303988
830,dodge,challenger,2015,4340,7250,white,  2c3cdzc99fh713682
831,dodge,challenger,2015,4600,10145,no_color,  2c3cdzfj8fh877821
832,dodge,journey,2018,1250,59924,silver,  3c4pdcgg1jt257213
833,dodge,charger,2017,1390,21304,black,  2c3cdxbg5hh642083
834,dodge,caravan,2018,1300,52079,white,  2c4rdgegxjr339012
835,dodge,caravan,2018,1300,54960,white,  2c4rdgcg2jr205677
836,dodge,door,2013,300,80099,white,  1c3cdzcb6dn599101
837,dodge,caravan,2019,1750,23987,black,  2c4rdgcgxkr751032
838,dodge,door,2017,790,84144,gray,  3c4pdcbg0ht518476
839,dodge,door,2014,890,85639,blue,  2c3cdxbg5eh300547
840,dodge,caravan,2018,1150,50193,no_color,  2c4rdgcg8jr208468
841,dodge,journey,2017,650,74392,black,  3c4pdcab8ht507652
842,dodge,door,2017,800,76117,black,  3c4pdcgb7ht525941
843,dodge,challenger,2018,1870,36358,gray,  2c3cdzag5jh245542
844,dodge,journey,2017,835,90685,white,  3c4pddbg6ht592197
845,dodge,charger,2017,2790,54141,orange,  2c3cdxctxhh618731
846,dodge,door,2016,1450,82240,white,  1c4rdjag5gc486469
847,dodge,door,2016,620,66167,silver,  1c3cdfbb6gd515496
848,dodge,door,2012,750,144220,gray,  1c6rd7ft6cs238912
849,dodge,caravan,2019,2020,24722,black,  2c4rdgdg0kr571878
850,dodge,durango,2019,2930,41198,silver,  1c4sdjct2kc576022
851,dodge,durango,2019,3100,26353,black,  1c4sdjct5kc738497
852,dodge,durango,2019,3240,28280,white,  1c4sdjctxkc691872
853,dodge,door,2012,580,130120,white,  3c6jd6dtxcg183219
854,dodge,charger,2019,2150,15340,black,  2c3cdxbg8kh658222
855,dodge,charger,2018,2310,12265,silver,  2c3cdxjgxjh222262
856,dodge,van,2014,450,94872,gray,  2c4rdgcg3er266428
857,dodge,charger,2018,2480,17946,silver,  2c3cdxjg6jh182178
858,dodge,charger,2018,2300,26996,gray,  2c3cdxjg7jh189253
859,dodge,journey,2019,2690,5775,gray,  3c4pddbg3kt708835
860,dodge,challenger,2018,2150,6748,gray,  2c3cdzag8jh321934
861,dodge,journey,2018,1570,38128,white,  3c4pdcgg2jt378879
862,dodge,caravan,2018,1520,41636,silver,  2c4rdgcg8jr327542
863,dodge,charger,2018,2330,5359,blue,  2c3cdxbgxjh273288
864,dodge,door,2015,610,70296,white,  1c3cdfbb3fd213551
865,dodge,journey,2017,2000,11346,green,  3c4pddgg6ht556180
866,dodge,challenger,2017,5300,7415,no_color,  2c3cdzc98hh553913
867,dodge,door,2013,300,107593,orange,  1c3cdfcb9dd329946
868,dodge,door,2016,1820,50639,black,  2c3cdxct3gh355660
869,dodge,challenger,2019,2180,6530,gray,  2c3cdzbt8kh705158
870,dodge,charger,2016,5200,17432,blue,  2c3cdxl92gh285329
871,dodge,charger,2019,1900,19636,black,  2c3cdxhg6kh598321
872,dodge,challenger,2016,2500,41748,no_color,  2c3cdzbt4gh325869
873,dodge,challenger,2016,3600,13162,red,  2c3cdzfj8gh351982
874,dodge,caravan,2019,1700,32937,white,  2c4rdgegxkr599122
875,dodge,door,2015,2530,23095,red,  1c4rdjeg3fc112029
876,dodge,journey,2017,1490,34432,gray,  3c4pddeg9ht565166
877,dodge,caravan,2017,1500,48162,no_color,  2c4rdgeg8hr632871
878,dodge,doors,2014,1299.5,68310,gray,  2c3cdyag9eh126828
879,dodge,doors,2014,1775,48000,black,  2c3cdybt2eh298212
880,dodge,doors,2014,1029.5,105962,black,  2c3cdyag3eh213138
881,dodge,doors,2014,1699.5,96575,gray,  2c3cdybt3eh136783
882,dodge,doors,2014,2500,13239,toreador red,  2c3cdybt5eh217218
883,dodge,doors,2014,2399.5,24934,bright white clearcoat,  2c3cdybt3eh115268
884,dodge,doors,2014,1490,46859,billet silver metallic clearcoat,  2c3cdyag6eh133624
885,dodge,doors,2014,1581,44468,black clearcoat,  2c3cdyag9eh313809
886,dodge,doors,2014,2022.7,62230,jazz blue pearlcoat,  2c3cdybt1eh270465
887,dodge,doors,2014,2099.9,37082,silver,  2c3cdybt9eh247614
888,dodge,doors,2014,2249.9,23964,bright white clearcoat,  2c3cdybt9eh143592
889,dodge,doors,2014,2349.5,11204,black clearcoat,  2c3cdyag1eh311262
890,dodge,doors,2014,2525,7608,billet silver metallic clearcoat,  2c3cdybt6eh111229
891,dodge,doors,2014,1532.2,49982,billet silver metallic clearcoat,  2c3cdyag3eh251064
892,dodge,charger,2019,2123.2,4950,gray,  2c3cdxbgxkh707467
893,dodge,journey,2013,580,111628,white,  3c4pddfg9dt523590
894,dodge,door,2012,2900,15927,black,  2c3cdxej6ch170654
895,dodge,caravan,2018,1700,36299,gray,  2c4rdgeg5jr147562
896,dodge,journey,2018,1380,28469,red,  3c4pdcgg9jt352215
897,dodge,durango,2019,3000,29086,gray,  1c4sdhct3kc769532
898,dodge,caravan,2017,1480,35991,gray,  2c4rdgeg1hr716871
899,dodge,journey,2017,850,62224,black,  3c4pdcabxht695526
900,dodge,door,2013,980,86500,white,  1c4rdjdg3dc674852
901,dodge,door,2014,420,144725,gray,  2c3cdxbg3eh170784
902,dodge,van,2013,250,163260,red,  2c4rdgbg8dr566594
903,dodge,charger,2018,2870,19636,blue,  2c3cdxct8jh197730
904,dodge,challenger,2018,1850,34272,gray,  2c3cdzag4jh302832
905,dodge,challenger,2018,1730,42909,no_color,  2c3cdzag3jh242672
906,dodge,door,2016,710,55749,gray,  3c4pdcab7gt103739
907,dodge,door,2015,325,89142,white,  1c3cdfbb5fd213552
908,dodge,durango,2017,3070,20328,no_color,  1c4sdhctxhc936557
909,dodge,door,2012,300,149332,gray,  3c4pdcdg6ct146745
910,dodge,durango,2019,2650,28551,gray,  1c4rdjdgxkc744523
911,dodge,charger,2019,2080,35098,gray,  2c3cdxhgxkh527140
912,dodge,charger,2019,2080,35365,gray,  2c3cdxjg8kh527857
913,dodge,door,2015,510,88398,white,  1c3cdfaa2fd144750
914,dodge,challenger,2019,1890,27957,black,  2c3cdzggxkh532268
915,dodge,durango,2019,2400,30161,silver,  1c4rdhdg3kc769255
916,dodge,challenger,2015,3880,26292,white,  2c3cdzc90fh834388
917,dodge,durango,2019,2450,25780,white,  1c4rdhdg1kc557017
918,dodge,durango,2019,2450,25032,black,  1c4rdhdg3kc675893
919,dodge,door,2016,650,72248,blue,  1c3cdfbb8gd766472
920,dodge,durango,2019,2400,30630,gray,  1c4rdhdg7kc675959
921,dodge,door,2014,1800,86125,no_color,  1c4rdjeg3ec591566
922,dodge,durango,2019,2400,30408,white,  1c4rdhdg6kc557000
923,dodge,durango,2019,2350,35443,silver,  1c4rdhdg0kc557042
924,dodge,van,2014,450,95377,white,  2c4rdgcg9er400696
925,dodge,durango,2019,2590,32724,silver,  1c4rdjdg6kc684983
926,dodge,caravan,2019,1390,45089,gray,  2c4rdgcg3kr514530
927,dodge,journey,2019,1420,35948,silver,  3c4pdcgg4kt707549
928,dodge,caravan,2019,1540,41601,blue,  2c4rdgeg5kr563175
929,dodge,challenger,2019,1750,26370,gray,  2c3cdzagxkh583746
930,dodge,caravan,2019,1750,18271,white,  2c4rdgcg1kr761805
931,dodge,caravan,2019,1800,9476,white,  2c4rdgcg3kr753690
932,dodge,door,2012,2520,80899,gray,  3c6ud5dl9cg338415
933,dodge,caravan,2018,1410,57394,black,  2c4rdgeg5jr337118
934,dodge,caravan,2018,1330,42190,white,  2c4rdgcg3jr364854
935,dodge,caravan,2019,1620,22591,black,  2c4rdgbgxkr624069
936,dodge,caravan,2018,1330,48681,gray,  2c4rdgegxjr331914
937,dodge,caravan,2018,1310,42621,silver,  2c4rdgcg0jr241626
938,dodge,caravan,2017,1550,27761,silver,  2c4rdgeg9hr852858
939,dodge,door,2013,450,107768,white,  2c3cdyag9dh607919
940,dodge,durango,2019,2840,14355,gray,  1c4rdjdg7kc780041
941,dodge,caravan,2019,1740,9467,gray,  2c4rdgcgxkr747353
942,dodge,door,2014,600,122837,silver,  2c3cdxbg1eh268115
943,dodge,challenger,2019,2070,18313,gray,  2c3cdzag9kh642088
944,dodge,challenger,2019,2030,19506,black,  2c3cdzag1kh656275
945,dodge,journey,2018,1400,14750,black,  3c4pdcbb1jt319818
946,dodge,challenger,2019,2200,11280,green,  2c3cdzgg5kh709017
947,dodge,journey,2019,1720,13944,blue,  3c4pdcgg2kt803633
948,dodge,door,2016,1500,26922,blue,  2c3cdzag4gh309689
949,dodge,journey,2019,1750,12690,gray,  3c4pdcgg0kt809995
950,dodge,door,2013,130,239822,gray,  1c3cdzcb5dn552741
951,dodge,door,2014,175,74975,red,  1c3cdfbaxed815126
952,dodge,caravan,2019,1630,28289,red,  2c4rdgeg0kr557123
953,dodge,caravan,2019,1570,38041,red,  2c4rdgeg9kr529238
954,dodge,journey,2017,1000,52386,silver,  3c4pdcab0ht524414
955,dodge,charger,2019,2310,34391,white,  2c3cdxct7kh608441
956,dodge,caravan,2019,1490,39515,red,  2c4rdgcg9kr578507
957,dodge,journey,2019,1670,22074,orange,  3c4pdcgg0kt783155
958,dodge,caravan,2019,1630,28782,white,  2c4rdgeg6kr578882
959,dodge,durango,2019,2580,30092,red,  1c4rdjdg5kc733915
960,dodge,challenger,2019,2380,26443,black,  2c3cdzbt4kh578392
961,dodge,journey,2019,1680,28981,red,  3c4pddeg4kt738776
962,dodge,journey,2019,1550,32865,white,  3c4pdceg4kt716822
963,dodge,door,2014,600,117258,blue,  2c3cdxbg9eh266032
964,dodge,durango,2019,2690,16397,white,  1c4rdjdg2kc780335
965,dodge,caravan,2019,1690,16176,white,  2c4rdgeg7kr743175
966,dodge,caravan,2019,1950,1091,gray,  2c4rdgcg0kr798456
967,dodge,caravan,2019,1540,17472,black,  2c4rdgcg3kr747548
968,dodge,door,2012,230,123882,white,  1c3cdzag7cn309641
969,dodge,charger,2019,1700,10341,red,  2c3cdxbg0kh753132
970,dodge,durango,2019,3400,19695,black,  1c4sdjet3kc625404
971,dodge,journey,2017,1370,51041,black,  3c4pddgg5ht702827
972,dodge,challenger,2018,1910,22646,white,  2c3cdzag1jh288453
973,dodge,journey,2018,1180,18138,white,  3c4pdcab0jt444388
974,dodge,durango,2019,2750,23987,gray,  1c4rdjdg6kc701149
975,dodge,durango,2019,2690,17160,black,  1c4rdjdg6kc770276
976,dodge,durango,2019,2710,26929,white,  1c4rdjdgxkc770197
977,dodge,durango,2019,2720,25815,white,  1c4rdjdg5kc744770
978,dodge,caravan,2017,900,81992,silver,  2c4rdgcg9hr818437
979,dodge,challenger,2019,2250,5000,gray,  2c3cdzag6kh668955
980,dodge,door,2015,770,62683,white,  1c3cdfcb9fd102064
981,dodge,van,2013,450,107224,white,  2c4rdgbg6dr505681
982,dodge,door,2013,220,184905,gray,  3c4pddbg6dt605945
983,dodge,charger,2019,2150,35153,black,  2c3cdxhg6kh611276
984,dodge,challenger,2019,1880,26474,orange,  2c3cdzag9kh617109
985,dodge,charger,2019,2180,30943,red,  2c3cdxhg0kh608762
986,dodge,challenger,2019,2030,17154,black,  2c3cdzgg1kh712965
987,dodge,van,2016,820,79637,white,  2c4rdgcg4gr384748
988,dodge,caravan,2019,1900,12123,red,  2c4rdgeg1kr664259
989,dodge,door,2016,840,107822,blue,  2c3cdxhg4gh237287
990,dodge,caravan,2019,1950,10221,blue,  2c4rdgeg2kr724727
991,dodge,door,2015,700,95278,blue,  3c4pdcab4ft518015
992,dodge,challenger,2019,1950,13457,gray,  2c3cdzag2kh656320
993,dodge,van,2014,850,69936,blue,  2c4rdgbg3er453122
994,dodge,challenger,2019,2050,13520,gray,  2c3cdzgg0kh702489
995,dodge,door,2014,490,96922,silver,  1c3cdfbb6ed862064
996,dodge,door,2014,2080,72594,black,  1c4sdjct7ec971656
997,dodge,durango,2019,2850,17896,silver,  1c4rdjdg3kc827484
998,dodge,caravan,2019,2190,11088,silver,  2c4rdgegxkr786263
999,dodge,caravan,2019,1580,29567,black,  2c4rdgeg6kr623139
1000,dodge,durango,2019,3300,15655,white,  1c4sdjct2kc683796
1001,dodge,challenger,2019,2270,26428,black,  2c3cdzbt4kh642012
1002,dodge,charger,2019,2190,29003,white,  2c3cdxhg2kh585016
1003,dodge,charger,2019,1930,32229,red,  2c3cdxbg2kh644607
1004,dodge,durango,2019,3070,26503,black,  1c4sdjct0kc744790
1005,dodge,challenger,2019,1930,15446,black,  2c3cdzag2kh679841
1006,dodge,caravan,2014,1375,128556,white,  2c7wdgbg1er432307
1007,dodge,caravan,2019,1640,23369,silver,  2c4rdgcg9kr696007
1008,dodge,caravan,2019,1950,8767,black,  2c4rdgeg8kr695119
1009,dodge,caravan,2019,1510,48319,white,  2c4rdgeg2kr565983
1010,dodge,durango,2019,2850,15275,black,  1c4rdjdg0kc622141
1011,dodge,caravan,2019,1530,33826,white,  2c4rdgcg2kr648283
1012,dodge,challenger,2019,2030,16679,white,  2c3cdzgg3kh684649
1013,dodge,charger,2019,2200,26184,gray,  2c3cdxhg3kh630447
1014,dodge,journey,2019,1670,21203,gray,  3c4pddgg5kt779690
1015,dodge,challenger,2019,1930,17870,black,  2c3cdzag6kh701727
1016,dodge,durango,2019,3410,17909,gray,  1c4sdjct3kc820776
1017,dodge,caravan,2019,1460,41126,silver,  2c4rdgcg5kr606318
1018,dodge,caravan,2019,1820,14098,red,  2c4rdgcgxkr753573
1019,dodge,durango,2019,3380,15003,black,  1c4sdjct1kc817603
1020,dodge,journey,2019,1590,29105,black,  3c4pddgg3kt720539
1021,dodge,caravan,2019,1650,34794,black,  2c4rdgeg9kr518336
1022,dodge,durango,2019,2960,20034,silver,  1c4rdjdg9kc722562
1023,dodge,caravan,2019,1410,46942,black,  2c4rdgcg1kr520021
1024,dodge,caravan,2019,1820,14753,white,  2c4rdgcg3kr765807
1025,dodge,caravan,2019,1820,14359,black,  2c4rdgcg5kr749382
1026,dodge,charger,2019,2430,34922,black,  2c3cdxjg8kh573477
1027,dodge,journey,2019,1540,20944,white,  3c4pdcgg4kt815525
1028,dodge,journey,2019,1900,9877,white,  3c4pddgg1kt858578
1029,dodge,journey,2019,1900,8949,black,  3c4pddgg8kt858576
1030,dodge,challenger,2017,2780,13627,gray,  2c3cdzbt8hh655998
1031,dodge,journey,2019,1820,18291,blue,  3c4pddgg9kt805269
1032,dodge,journey,2018,1500,38029,white,  3c4pdceg6jt516474
1033,dodge,caravan,2017,1920,32593,gray,  2c4rdgeg6hr575487
1034,dodge,caravan,2018,1550,37352,red,  2c4rdgeg8jr340109
1035,dodge,challenger,2017,2490,23030,green,  2c3cdzgg8hh584894
1036,dodge,journey,2018,1550,30671,red,  3c4pdceg2jt426366
1037,dodge,door,2012,760,79544,white,  3c6td4ht4cg255894
1038,dodge,journey,2017,1840,15027,black,  3c4pddeg4ht610210
1039,dodge,caravan,2018,1470,29115,white,  2c4rdgeg0jr327368
1040,dodge,door,2015,390,93604,white,  1c3cdfbb5fd319614
1041,dodge,door,2015,520,100203,black,  3c4pdcbg0ft637173
1042,dodge,caravan,2019,1720,35401,silver,  2c4rdgeg6kr674401
1043,dodge,caravan,2019,1870,20279,red,  2c4rdgeg8kr690731
1044,dodge,durango,2019,3200,26090,red,  1c4sdjct3kc632985
1045,dodge,door,2015,1450,107924,white,  1c4rdjdg4fc750792
1046,dodge,caravan,2019,1940,14906,black,  2c4rdgcg2kr725699
1047,dodge,caravan,2019,1730,34407,black,  2c4rdgeg7kr674858
1048,dodge,journey,2019,1670,18049,orange,  3c4pdcgg0kt783172
1049,dodge,caravan,2019,1910,18132,white,  2c4rdgcg4kr735473
1050,dodge,door,2013,1110,109176,black,  1c4rdjag0dc608666
1051,dodge,durango,2019,3200,25456,black,  1c4sdjct7kc647733
1052,dodge,caravan,2019,1690,38375,silver,  2c4rdgeg6kr619687
1053,dodge,charger,2017,1800,39792,blue,  2c3cdxjg2hh505412
1054,dodge,caravan,2019,1780,30403,white,  2c4rdgcg5kr668950
1055,dodge,caravan,2019,1800,28252,white,  2c4rdgcg1kr691027
1056,dodge,caravan,2019,1750,31904,white,  2c4rdgeg6kr683079
1057,dodge,caravan,2018,1450,24336,silver,  2c4rdgcgxjr282071
1058,dodge,caravan,2019,1850,23961,silver,  2c4rdgcg3kr545227
1059,dodge,caravan,2019,1860,22919,silver,  2c4rdgcg1kr735463
1060,dodge,durango,2019,3200,22863,red,  1c4sdjct7kc633007
1061,dodge,caravan,2019,1700,38817,black,  2c4rdgcg6kr660825
1062,dodge,caravan,2019,1600,48854,white,  2c4rdgeg5kr516518
1063,dodge,caravan,2019,1800,27288,white,  2c4rdgeg4kr662134
1064,dodge,charger,2020,1590,5284,orange,  2c3cdxbg6lh100855
1065,dodge,door,2016,620,99988,silver,  3c4pdcbgxgt136860
1066,dodge,door,2013,370,84109,black,  1c3cdfbaxdd150548
1067,dodge,door,2012,2400,88539,white,  3c63drgl5cg107218
1068,dodge,van,2013,2080,33739,gold,  2c4rdgdg1dr557085
1069,dodge,door,2012,1850,101017,white,  3c6ud5hl1cg109558
1070,dodge,challenger,2019,1830,13906,black,  2c3cdzagxkh687783
1071,dodge,charger,2019,2100,20601,gray,  2c3cdxbg2kh640928
1072,dodge,van,2013,130,135561,white,  2c4rdgcg3dr749500
1073,dodge,charger,2019,1190,23421,gray,  2c3cdxhg5kh681108
1074,dodge,van,2012,95,145174,white,  2c4rdgbg5cr408504
1075,dodge,durango,2019,2680,21309,gray,  1c4rdjdg5kc780720
1076,dodge,van,2012,80,217576,orange,  2c4rdgbg1cr183286
1077,dodge,caravan,2019,2100,10350,white,  2c4rdgeg7kr786270
1078,dodge,door,2012,190,157636,orange,  3c4pdcab1ct362558
1079,dodge,durango,2019,3350,8605,white,  1c4sdjct2kc585450
1080,dodge,door,2013,90,139404,blue,  1c3cdzab4dn594353
1081,dodge,caravan,2019,2100,10170,gray,  2c4rdgeg5kr786266
1082,dodge,durango,2019,2680,22272,silver,  1c4rdjdg9kc780705
1083,dodge,van,2016,570,101906,blue,  2c4rdgbgxgr116627
1084,dodge,challenger,2019,1850,27019,green,  2c3cdzag8kh617554
1085,dodge,durango,2019,3300,10930,white,  1c4sdjct7kc626641
1086,dodge,caravan,2019,1100,73552,silver,  2c4rdgcgxkr517117
1087,dodge,caravan,2019,1580,37107,blue,  2c4rdgeg7kr663746
1088,dodge,door,2013,360,124247,white,  1c4rdhag5dc663297
1089,dodge,caravan,2019,1630,36993,white,  2c4rdgeg5kr509682
1090,dodge,door,2015,270,67133,white,  1c3cdfaa2fd434311
1091,dodge,caravan,2019,1280,33580,no_color,  2c4rdgcg1kr671800
1092,dodge,door,2015,970,94140,black,  3c4pdcdg6ft650328
1093,dodge,journey,2019,1830,10447,silver,  3c4pddgg0kt858538
1094,dodge,charger,2019,1600,10229,silver,  2c3cdxbg5kh725391
1095,dodge,caravan,2019,2100,6269,gray,  2c4rdgcg0kr744767
1096,dodge,door,2014,370,98699,white,  3c4pdcab3et310674
1097,dodge,durango,2019,3300,10631,gray,  1c4sdjct4kc740628
1098,dodge,caravan,2019,1470,44381,silver,  2c4rdgcg7kr519648
1099,dodge,durango,2019,3300,13960,silver,  1c4sdjct5kc811965
1100,dodge,caravan,2019,1590,14051,white,  2c4rdgcg6kr749441
1101,dodge,durango,2019,3300,20800,gray,  1c4sdjct2kc681580
1102,dodge,durango,2019,3300,8873,gray,  1c4sdjct7kc779861
1103,dodge,durango,2019,3250,15502,black,  1c4sdjct4kc745182
1104,dodge,durango,2019,3300,9669,silver,  1c4sdjct7kc769752
1105,dodge,caravan,2018,1300,50873,black,  2c4rdgbg6jr221818
1106,dodge,durango,2019,3300,14117,white,  1c4sdjct4kc779848
1107,dodge,charger,2019,1650,46820,red,  2c3cdxct5kh529589
1108,dodge,durango,2019,3300,7247,gray,  1c4sdjct1kc779869
1109,dodge,challenger,2017,3450,40991,red,  2c3cdzfjxhh633364
1110,dodge,durango,2019,3350,9023,white,  1c4sdjct2kc632962
1111,dodge,durango,2018,4800,8047,white,  1c4sdjgj9jc370929
1112,dodge,durango,2019,5450,3966,red,  1c4sdjgj9kc575135
1113,dodge,caravan,2018,1320,41014,silver,  2c4rdgcg6jr301523
1114,dodge,durango,2018,3150,20907,white,  1c4sdjct3jc248087
1115,dodge,durango,2017,1740,89795,red,  1c4rdjdgxhc847904
1116,dodge,durango,2017,2600,57158,white,  1c4sdjct5hc857353
1117,dodge,door,2013,170,126718,orange,  1c3cdfba9dd316977
1118,dodge,door,2013,1100,83976,white,  2c3cdyag4dh530716
1119,dodge,charger,2018,2100,12554,gray,  2c3cdxbg4jh164292
1120,dodge,door,2015,550,60707,gray,  1c3cdfeb8fd116826
1121,dodge,door,2014,750,40110,red,  2c3cdyag0eh274494
1122,dodge,caravan,2019,1580,28038,silver,  2c4rdgcg8kr631438
1123,dodge,journey,2019,1690,26643,red,  3c4pddeg5kt774458
1124,dodge,durango,2019,2500,36127,white,  1c4rdjdgxkc664221
1125,dodge,door,2019,1800,19983,black,  2c3cdxbg8kh659970
1126,dodge,caravan,2019,1560,29926,black,  2c4rdgcg0kr682478
1127,dodge,durango,2019,2380,36750,white,  1c4rdhdg3kc645177
1128,dodge,journey,2019,1680,27312,black,  3c4pddeg4kt708418
1129,dodge,durango,2019,2270,49575,white,  1c4rdhdg7kc684421
1130,dodge,challenger,2019,2330,30279,red,  2c3cdzbt8kh593686
1131,dodge,challenger,2019,2350,25825,white,  2c3cdzbt5kh578448
1132,dodge,durango,2019,2550,32474,silver,  1c4rdjdg7kc651586
1133,dodge,challenger,2019,2180,30585,white,  2c3cdzbt1kh573652
1134,dodge,durango,2019,2280,36203,gray,  1c4rdhdg2kc645025
1135,dodge,caravan,2019,1820,29602,red,  2c4rdgcg1kr565329
1136,dodge,challenger,2019,2350,28689,red,  2c3cdzbt7kh606377
1137,dodge,durango,2019,2570,31447,charcoal,  1c4rdjdg1kc691579
1138,dodge,caravan,2019,1570,39148,white,  2c4rdgeg3kr529509
1139,dodge,journey,2018,1750,33495,silver,  3c4pddeg6jt463152
1140,dodge,caravan,2019,1570,35274,white,  2c4rdgeg6kr618815
1141,dodge,caravan,2018,1650,48745,white,  2c4rdgeg8jr219449
1142,dodge,caravan,2019,1610,31297,red,  2c4rdgeg0kr529483
1143,dodge,caravan,2019,1560,38745,charcoal,  2c4rdgeg3kr578354
1144,dodge,caravan,2019,1540,37704,gray,  2c4rdgeg5kr594507
1145,dodge,durango,2017,2820,27060,white,  1c4rdjdg6hc833787
1146,dodge,caravan,2019,1530,40002,no_color,  2c4rdgeg3kr529851
1147,dodge,caravan,2019,1590,34930,red,  2c4rdgeg0kr578974
1148,dodge,door,2016,1770,22863,gray,  2c3cdzag4gh312012
1149,dodge,caravan,2019,1580,36876,white,  2c4rdgeg9kr556908
1150,dodge,caravan,2019,1590,34264,charcoal,  2c4rdgeg3kr578709
1151,dodge,charger,2019,2530,17515,red,  2c3cdxhg2kh608892
1152,dodge,caravan,2019,1630,27071,silver,  2c4rdgeg2kr600103
1153,dodge,durango,2019,2950,14656,gray,  1c4rdjdgxkc701199
1154,dodge,caravan,2019,1450,35652,gray,  2c4rdgcg8kr556692
1155,dodge,caravan,2019,1540,30055,no_color,  2c4rdgcg7kr631205
1156,dodge,caravan,2019,1540,43088,charcoal,  2c4rdgeg1kr579115
1157,dodge,caravan,2019,1510,33641,purple,  2c4rdgcg2kr658912
1158,dodge,caravan,2019,1500,34797,black,  2c4rdgcg1kr659131
1159,dodge,caravan,2019,1550,43943,gray,  2c4rdgeg8kr529277
1160,dodge,caravan,2019,1500,35744,no_color,  2c4rdgcg9kr600148
1161,dodge,caravan,2019,1520,31542,no_color,  2c4rdgcgxkr529381
1162,dodge,caravan,2019,1570,26899,white,  2c4rdgcg2kr659171
1163,dodge,journey,2019,1610,29985,silver,  3c4pdcgg5kt717085
1164,dodge,journey,2018,1630,37009,silver,  3c4pddgg2jt370853
1165,dodge,journey,2019,1600,30731,white,  3c4pdcgg6kt716981
1166,dodge,journey,2019,1690,30062,silver,  3c4pddeg8kt738778
1167,dodge,journey,2019,1700,28295,charcoal,  3c4pddeg0kt687602
1168,dodge,journey,2019,1730,25534,silver,  3c4pddeg0kt694646
1169,dodge,journey,2019,1590,29716,gray,  3c4pdceg1kt680751
1170,dodge,journey,2019,1570,34294,silver,  3c4pdcgg0kt694119
1171,dodge,journey,2019,1690,27643,white,  3c4pddeg5kt749804
1172,dodge,journey,2019,1550,35516,white,  3c4pdceg4kt680601
1173,dodge,journey,2019,1510,40674,silver,  3c4pdceg0kt680319
1174,dodge,journey,2019,1550,32494,white,  3c4pdceg0kt681048
1175,dodge,journey,2019,1540,35047,red,  3c4pdceg2kt716799
1176,dodge,journey,2019,1650,32898,silver,  3c4pddeg4kt701856
1177,dodge,challenger,2015,4250,13740,black,  2c3cdzc92fh716195
1178,dodge,journey,2019,1660,23132,charcoal,  3c4pdcgg0kt716944
1179,dodge,journey,2019,1520,37174,silver,  3c4pdcgg8kt717033
1180,dodge,journey,2019,1580,34023,charcoal,  3c4pdcgg9kt737369
1181,dodge,journey,2019,1690,30021,charcoal,  3c4pddeg2kt694986
1182,dodge,caravan,2017,1110,51469,gray,  2c4rdgbg8hr652428
1183,dodge,journey,2019,1560,31237,charcoal,  3c4pdceg1kt716986
1184,dodge,journey,2019,1690,30186,silver,  3c4pddeg0kt745899
1185,dodge,journey,2019,1530,41956,silver,  3c4pdceg5kt680932
1186,dodge,journey,2019,1660,30727,black,  3c4pddeg8kt701794
1187,dodge,durango,2017,2180,38956,black,  1c4rdjdg8hc653002
1188,dodge,charger,2018,3650,22036,white,  2c3cdxgj3jh314932
1189,dodge,durango,2019,2630,26462,red,  1c4rdhdg0kc675964
